##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
somitogenesis	Gene Ontology	GO:0001756	1	85	0.0661879643051	0.0872743954111	aldh1a2	http://amigo.geneontology.org/amigo/term/GO:0001756
proteolysis	Gene Ontology	GO:0006508	2	537	0.0678731857928	0.0887114445889	si:dkeyp-93a5.3|capn12	http://amigo.geneontology.org/amigo/term/GO:0006508
anterior/posterior pattern specification	Gene Ontology	GO:0009952	1	92	0.0713861922649	0.0924916751953	aldh1a2	http://amigo.geneontology.org/amigo/term/GO:0009952
regulation of cell population proliferation	Gene Ontology	GO:0042127	1	95	0.0736054901466	0.0945449830332	anxa1c	http://amigo.geneontology.org/amigo/term/GO:0042127
protein homodimerization activity	Gene Ontology	GO:0042803	1	98	0.0758196957889	0.096556706603	agr2	http://amigo.geneontology.org/amigo/term/GO:0042803
neural crest cell migration	Gene Ontology	GO:0001755	1	99	0.0765566346638	0.096668970889	aldh1l1	http://amigo.geneontology.org/amigo/term/GO:0001755
liver development	Gene Ontology	GO:0001889	1	103	0.0794987528434	0.0995404552409	aldh1a2	http://amigo.geneontology.org/amigo/term/GO:0001889
hormone activity	Gene Ontology	GO:0005179	1	104	0.0802328751255	0.0996224866142	muc5.2	http://amigo.geneontology.org/amigo/term/GO:0005179
endoplasmic reticulum	Gene Ontology	GO:0005783	2	595	0.0810111296728	0.0997575067872	agr2|hsd17b7	http://amigo.geneontology.org/amigo/term/GO:0005783
determination of left/right symmetry	Gene Ontology	GO:0007368	1	108	0.0831637475851	0.101568839264	aldh1a2	http://amigo.geneontology.org/amigo/term/GO:0007368
cysteine-type peptidase activity	Gene Ontology	GO:0008234	1	120	0.0919026686372	0.111191524479	capn12	http://amigo.geneontology.org/amigo/term/GO:0008234
cell surface receptor signaling pathway	Gene Ontology	GO:0007166	1	121	0.0926272914679	0.111191524479	anxa1c	http://amigo.geneontology.org/amigo/term/GO:0007166
methylation	Gene Ontology	GO:0032259	1	122	0.0933513591915	0.111191524479	bhmt	http://amigo.geneontology.org/amigo/term/GO:0032259
serine-type peptidase activity	Gene Ontology	GO:0008236	1	124	0.0947978309475	0.111191524479	si:dkeyp-93a5.3	http://amigo.geneontology.org/amigo/term/GO:0008236
extracellular matrix organization	Gene Ontology	GO:0030198	1	124	0.0947978309475	0.111191524479	tgfbi	http://amigo.geneontology.org/amigo/term/GO:0030198
lyase activity	Gene Ontology	GO:0016829	1	125	0.0955202357942	0.111191524479	ca2	http://amigo.geneontology.org/amigo/term/GO:0016829
methyltransferase activity	Gene Ontology	GO:0008168	1	147	0.111273829551	0.128416696775	bhmt	http://amigo.geneontology.org/amigo/term/GO:0008168
biological_process	Gene Ontology	GO:0008150	3	1483	0.112041413294	0.128416696775	krt94|krt93|zgc:136930	http://amigo.geneontology.org/amigo/term/GO:0008150
zinc ion binding	Gene Ontology	GO:0008270	2	757	0.12130462812	0.137972439617	ca2|bhmt	http://amigo.geneontology.org/amigo/term/GO:0008270
serine-type endopeptidase activity	Gene Ontology	GO:0004252	1	182	0.135794831554	0.15328355986	si:dkeyp-93a5.3	http://amigo.geneontology.org/amigo/term/GO:0004252
negative regulation of apoptotic process	Gene Ontology	GO:0043066	1	205	0.151553556785	0.169785563617	capn12	http://amigo.geneontology.org/amigo/term/GO:0043066
actin filament binding	Gene Ontology	GO:0051015	1	217	0.159665613428	0.177538629856	myh11b	http://amigo.geneontology.org/amigo/term/GO:0051015
heart development	Gene Ontology	GO:0007507	1	236	0.172357629748	0.190231754314	aldh1l1	http://amigo.geneontology.org/amigo/term/GO:0007507
transferase activity, transferring glycosyl groups	Gene Ontology	GO:0016757	1	248	0.180278602854	0.197511116363	gyg1b	http://amigo.geneontology.org/amigo/term/GO:0016757
immune response	Gene Ontology	GO:0006955	1	263	0.190077514669	0.206726640042	ccl25b	http://amigo.geneontology.org/amigo/term/GO:0006955
actin binding	Gene Ontology	GO:0003779	1	300	0.213769731565	0.23080934785	myh11b	http://amigo.geneontology.org/amigo/term/GO:0003779
catalytic activity	Gene Ontology	GO:0003824	1	466	0.312119238508	0.334573859983	aldh1l1	http://amigo.geneontology.org/amigo/term/GO:0003824
transferase activity	Gene Ontology	GO:0016740	2	1553	0.352500375889	0.375161114339	bhmt|gyg1b	http://amigo.geneontology.org/amigo/term/GO:0016740
metal ion binding	Gene Ontology	GO:0046872	3	2709	0.367164922281	0.387996974609	ca2|tgm1l4|bhmt	http://amigo.geneontology.org/amigo/term/GO:0046872
cytosol	Gene Ontology	GO:0005829	1	861	0.500938896968	0.525633067946	aldh1l1	http://amigo.geneontology.org/amigo/term/GO:0005829
G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007186	1	914	0.5221209277	0.544028099492	ccl25b	http://amigo.geneontology.org/amigo/term/GO:0007186
nucleotide binding	Gene Ontology	GO:0000166	1	1548	0.717232330267	0.742136230624	myh11b	http://amigo.geneontology.org/amigo/term/GO:0000166
cellular_component	Gene Ontology	GO:0005575	1	1597	0.72859603231	0.748695233201	tgm1l4	http://amigo.geneontology.org/amigo/term/GO:0005575
ATP binding	Gene Ontology	GO:0005524	1	1658	0.74213095615	0.757380222372	myh11b	http://amigo.geneontology.org/amigo/term/GO:0005524
plasma membrane	Gene Ontology	GO:0005886	1	2132	0.827338505384	0.83859481158	anxa1c	http://amigo.geneontology.org/amigo/term/GO:0005886
integral component of membrane	Gene Ontology	GO:0016021	1	5893	0.994429047754	0.997274079636	hsd17b7	http://amigo.geneontology.org/amigo/term/GO:0016021
membrane	Gene Ontology	GO:0016020	1	6613	0.997274079636	0.997274079636	hsd17b7	http://amigo.geneontology.org/amigo/term/GO:0016020

--------------------
