E7F8E0 tgm1 24.388 23.428 24.222 22.081 24.316 24.083 24.041 25.289 24.815 24.771 24.547 25.543 25.767 25.565 25.675 21.691 22.343 23.047 22.475 19.816 21.12 22.466 23.525 23.265 24.177 23.745 23.935 23.881 24.12 24.096 1.655266667 0.000429202
E7F8Z8 LOC100000275 25.644 23.166 24.224 23.752 23.054 23.088 21.466 20.624 19.847 19.848 19.77 20.708 21.61 19.675 19.943 26.289 27.922 27.411 28.196 26.073 25.853 25.64 26.185 26.322 26.746 25.898 23.962 21.099 25.018 21.322 -3.834466667 1.39766e-05
E7FAA1 si:ch211-157c3.4 26.249 26.033 26.616 26.201 25.635 26.205 26.137 26.279 26.583 26.384 26.251 26.293 26.832 26.059 26.149 22.824 22.317 22.079 21.067 25.328 25.544 25.204 25.031 25.107 25.45 25.332 24.675 25.217 24.8 25.054 1.925133333 2.91762e-05
E7FBD3 apoba 25.925 23.209 23.503 24.843 21.803 22.788 22.148 22.627 21.708 21.604 23.143 22.425 24.236 21.95 23.689 25.874 24.534 24.127 25.894 24.938 24.753 21.604 27.2 25.842 27.197 26.022 29.724 30.173 30.119 29.831 -3.482066667 4.95153e-05
E7FCI8 myh11b 25.424 24.321 24.093 24.431 23.72 24.375 22.465 25.301 24.923 24.735 22.774 23.905 22.27 24.114 24.283 25.978 24.717 26.117 24.718 26.349 26.718 27.066 27.581 28.289 26.847 26.797 25.34 25.267 25.826 25.423 -2.1266 2.47153e-06
E7FCW1 LOC100329690 25.428 24.415 25.732 26.081 24.868 22.26 24.845 21.064 23.216 22.09 20.268 22.196 22.919 20.66 22.5 26.297 26.719 25.05 25.436 27.581 28.094 28.44 28.407 28.597 28.581 28.711 29.547 29.333 29.416 28.757 -4.694933333 2.20482e-08
E9QCD1 fga 25.01 24.948 26.885 24.122 23.513 23.742 25.56 26.557 26.677 27.33 27.153 26.298 26.527 26.484 26.86 27.214 27.662 27.511 24.898 27.921 27.747 27.68 27.856 28.36 28.362 28.276 28.273 27.983 28.409 27.888 -1.8916 5.22824e-05
E9QEQ1 apoc2 25.642 25.109 22.457 24.961 24.359 24.576 20.325 27.387 26.132 26.047 25.539 26.276 25.419 26.106 25.994 28.95 28.95 29.241 29.614 28.276 28.717 28.702 29.171 27.909 28.576 28.436 29.498 29.285 29.161 28.702 -3.7906 6.0498e-09
E9QFD8 vtg4 26.912 25.562 26.2 24.401 24.746 25.586 27.398 28.103 27.291 27.75 27.898 28.109 28.235 28.07 28.315 28.153 28.438 28.545 28.507 29.133 28.964 29.128 29.353 29.414 29.22 29.35 29.068 28.87 29.358 29.196 -2.008066667 5.64781e-06
E9QFX0 apoc1l 28.958 28.845 28.919 28.819 28.788 29.092 28.88 29.971 29.981 29.948 29.958 28.391 28.649 28.406 28.703 31.274 31.127 31.302 31.154 31.627 31.227 31.505 31.376 31.538 31.788 31.722 30.26 30.764 30.645 30.803 -2.120266667 5.04869e-12
E9QHN0 vcanb 23.1 24.389 23.301 22.405 24.546 23.592 21.504 23.424 23.867 23.796 23.151 22.96 22.233 22.37 20.964 25.395 24.67 25.154 24.669 27.959 27.992 27.814 26.466 27.196 27.105 26.067 27.618 27.559 28.18 28.345 -3.772466667 1.28782e-09
E9QI45 grna 22.921 23.132 23.226 23.157 21.019 20.729 20.084 19.356 21.979 20.237 20.287 21.115 22.228 20.561 21.454 24.064 26.323 21.487 21.671 25.554 25.483 25.541 25.736 26.263 25.795 25.375 23.685 25.652 26.042 25.166 -3.490133333 2.28675e-07
F1Q4M1 zgc:172244 22.152 23.848 22.034 21.605 21.889 21.602 21.793 22.808 21.023 20.831 20.396 20.636 23.804 23.132 23.883 27.478 28.887 27.437 28.015 27.268 27.006 26.61 27.06 27.609 27.499 26.712 26.913 26.284 26.902 26.636 -5.125333333 8.45119e-15
F1Q4X8 evpla 30.311 30.521 30.326 30.313 30.691 30.593 30.574 31.176 30.961 31.148 31.125 30.884 30.802 30.851 30.665 26.282 26.491 26.225 26.53 29.845 29.928 29.94 29.911 30.107 30.238 30.18 29.365 29.331 29.383 29.259 1.861733333 0.000116348
F1Q5B5 alpl 27.037 27.478 26.277 27.416 21.933 21.551 24.471 25.141 24.305 24.182 24.157 25.53 25.384 25.31 25.411 26.332 26.983 27.198 26.605 20.747 20.195 20.665 21.119 21.173 23.555 18.244 22.421 20.956 21.941 24.725 2.1816 0.017260777
F1Q7L0 vtg4 26.391 27.37 26.52 24.987 27.031 25.964 27.33 26.836 26.487 26.724 26.431 26.658 26.959 26.861 26.855 28.246 28.244 28.296 28.42 28.34 28.193 28.514 28.201 28.204 28.103 28.054 27.936 28.072 28.332 28.065 -1.587733333 5.88259e-11
F1Q8R6 itih3a 21.876 22.433 22.702 23.158 21.948 21.098 20.45 23.749 23.789 23.893 24.11 22.281 23.049 23.112 23.366 28.568 27.443 28.43 28.405 28.687 28.621 28.768 28.03 28.826 28.57 28.295 28.312 28.403 28.567 28.337 -5.6832 5.47849e-18
F1Q986 hpdb 25.302 24.939 23.945 25.499 25.341 26.728 25.917 27.015 26.71 26.878 27.136 27.134 27.238 27.25 26.611 28.577 28.355 27.63 28.733 27.987 28.294 28.779 28.528 28.435 28.515 28.969 29.459 29.655 29.585 29.424 -2.485466667 6.93795e-09
F1QAM8 vim 21.55 24.385 23.291 22.973 23.651 23.264 23.206 25.205 24.049 24.867 25.173 25.18 25.018 25.263 25.199 22.208 25.041 23.464 24.075 26.949 26.236 26.325 26.546 25.615 27.01 27.209 26.986 27.753 27.622 27.888 -1.9102 0.00104671
F1QEW2 si:dkey-183i3.5 26.307 24.256 23.515 24.534 29.966 29.976 30.081 30.304 30.53 30.277 30.666 28.13 28.002 27.663 28.422 30.828 30.207 30.286 30.673 31.179 31.125 31.269 30.314 31.363 31.06 31.035 29.988 29.982 29.808 30.014 -2.433466667 0.000850085
F1QHR0 apoa4b.1 25.075 25.182 25.935 25.606 28.515 27.964 28.63 29.002 28.783 28.874 29.066 28.154 27.86 27.83 28.018 30.659 30.588 31.335 30.808 30.539 30.781 30.755 31.083 31.189 31.186 31.314 31.054 31.245 31.069 31.121 -3.3488 1.18139e-09
F1QL66 capn12 21.612 22.855 23.214 22.285 22.887 21.262 23.484 25.395 24.899 24.424 23.776 23.173 22.786 23.376 22.125 28.183 27.524 27.565 27.848 27.552 28.304 28.18 28.15 28.64 28.883 28.748 29.539 29.732 30.087 29.648 -5.402 1.09536e-14
F1QM43 hddc3 23.451 22.466 22.209 22.335 22.539 28.842 21.818 23.643 23.121 20.656 23.545 22.294 22.268 23.51 22.569 25.683 25.815 26.579 23.001 29.017 22.045 23.407 24.857 24.83 24.312 24.602 23.99 24.135 29.399 23.978 -2.0256 0.007277252
F1QPT3 gmds 26.295 27.076 27.033 25.899 27.47 27.81 28.371 28.676 28.803 28.697 28.705 28.659 28.544 28.456 28.31 21.879 24.115 21.877 25.174 27.281 26.83 27.312 27.201 27.443 27.353 26.889 26.77 26.428 26.612 26.072 1.9712 0.001139223
F1QQL4 si:ch211-125o16.4 28.705 28.753 28.68 27.612 27.782 27.987 27.663 28.431 28.326 28.467 28.726 28.701 28.773 28.997 29.178 26.139 23.994 26.169 25.094 26.671 26.831 26.674 27.683 26.968 27.348 27.475 26.636 26.692 27.352 26.796 1.883933333 2.08826e-07
F1QRA8 paplnb 23.001 22.662 22.294 22.507 21.553 21.821 21.117 20.469 20.979 21.331 19.383 20.636 19.637 20.655 19.617 21.677 22.881 21.87 23.204 21.867 21.825 21.126 22.143 20.842 20.74 21 28.193 29.52 28.928 28.966 -2.474666667 0.011510889
F1QU55 bhmt 24.93 26.632 25.859 26.992 28.484 28.315 28.483 29.143 29.097 29.311 28.869 28.327 28.584 28.607 28.543 30.404 30.498 30.5 30.611 30.24 30.154 30.146 30.256 30.259 30.37 30.539 31.29 31.266 31.376 31.204 -2.5958 5.54335e-08
F1R2Q8 LOC563265 25.765 25.81 26.231 25.821 22.339 24.324 20.914 25.227 25.147 24.816 25.1 25.307 25.631 26.045 25.914 23.192 21.271 23.665 22.441 20.178 23.335 21.475 24.239 21.185 24.782 24.338 24.28 24.204 23.485 23.845 1.8984 0.001188785
F1R2S5 vtg5 22.409 26.953 26.384 25.201 25.534 25.133 25.789 26.945 26.693 26.63 25.79 27.826 27.646 27.619 27.61 25.997 27.257 27.245 26.386 28.099 27.886 28.148 29.599 29.274 29.234 29.303 28.762 29.015 28.857 28.705 -1.973666667 0.00019608
F1R454 ca2 28.726 28.707 28.657 28.23 28.126 28.261 28.289 28.36 28.499 28.481 28.576 28.298 28.417 28.398 28.407 26.115 26.501 25.564 23.563 27.264 27.332 27.333 27.434 27.425 27.757 27.787 26.697 25.913 26.121 25.896 1.848666667 7.27903e-07
F1R4E4 LOC100005175 22.055 22.663 22.41 23.756 22.384 21.362 22.602 20.696 22.971 23.127 22.262 21.534 19.829 21.104 19.827 23.168 23.25 23.56 22.911 27.753 28.77 27.75 26.287 26.392 26.197 27.311 21.651 19.675 21.435 21.949 -2.6318 0.00234316
F1R4Z8 gstal 23.096 22.096 21.855 21.738 22.859 22.778 20.807 23.986 23.986 24.173 23.913 19.903 21.899 20.746 20.391 22.434 22.631 23.454 19.635 24.854 24.958 25.08 25.411 25.453 25.302 25.283 25.517 25.277 25.106 26.008 -2.145133333 0.000782315
F1R5P8 LOC100150965 21.666 22.216 25.427 24.272 24.811 23.811 20.748 26.017 25.971 26.005 26.247 26.72 26.442 26.26 27.005 24.257 19.353 22.637 21.321 21.331 19.773 19.74 25.233 24.929 24.832 24.656 23.673 24.402 22.51 24.372 2.039933333 0.010134506
F1R8U0 krt94 32.931 32.961 32.905 33.04 32.787 32.968 33.1 33.509 33.61 33.556 33.619 32.534 32.645 32.488 32.612 29.809 30.079 29.838 29.673 30.896 30.707 30.757 30.675 30.954 30.949 30.958 28.627 29.271 28.977 28.994 2.940066667 6.59365e-13
F1R9X9 c3a.2 22.345 26.019 22.676 22.184 23.521 25.429 25.608 26.801 26.48 27.01 26.744 26.794 26.932 27.128 27.185 27.012 26.615 26.182 26.202 27.502 27.554 27.575 27.56 27.769 27.359 27.702 28.06 27.957 27.71 27.449 -1.823466667 0.001187239
F1RCJ4 capn9 29.7 29.354 29.453 29.834 29.194 29.018 29.363 29.395 29.565 29.303 29.216 30.035 29.96 30.002 30.07 26.117 26.022 25.855 26.086 28.128 28.417 28.41 28.547 28.505 28.402 27.9 28.692 28.505 28.301 28.565 1.800666667 1.72701e-06
F1RDU8 si:dkey-65b12.6 22.262 25.439 22.859 21.826 28.746 20.21 25.535 25.813 25.088 27.944 26.581 23.734 22.36 25.417 23.087 27.07 27.138 27.657 26.221 28.227 29.086 29.403 29.734 29.432 29.94 30.02 28.342 28.342 28.191 29.479 -4.092066667 1.93461e-06
F6NTZ9 a2ml 24.552 25.122 21.883 22.066 24.996 25.374 25.204 26.23 26.311 26.591 26.636 25.566 25.391 25.306 25.333 26.608 26.246 25.533 25.95 26.868 27.041 26.868 27.392 27.556 27.791 27.633 26.461 26.863 26.613 26.587 -1.6966 0.00020504
F8W3Q9 elnb 24.083 21.92 23.099 22.243 23.173 20.255 21.418 19.842 23.963 23.577 24.057 21.036 21.838 20.996 20.837 21.771 23.931 22.255 24.406 25.478 24.405 25.824 25.833 26.437 23.43 25.396 24.962 26.125 25.332 25.628 -2.591733333 2.46623e-05
F8W4C1 mbpb 23.077 23.083 21.404 21.105 21.719 21.756 21.016 20.831 22.609 21.18 21.403 20.819 21.703 21.13 21.202 23.268 21.609 23.757 23.674 23.439 24.073 23.917 24.599 24.704 24.705 24.818 24.41 24.001 22.14 24.018 -2.206333333 7.73804e-08
F8W4D6 fah 22.862 20.672 24.914 23.773 22.113 21.231 22.384 25.572 25.133 25.633 25.49 24.657 24.798 23.64 24.584 24.626 25.435 25.077 24.078 25.429 25.029 25.769 25.601 26.882 25.836 26.314 25.759 26.032 25.494 26.138 -1.7362 0.000689085
H9GY81 LOC100537277 22.499 24.275 22.496 22.298 23.611 22.486 21.233 21.3 19.218 20.846 23.201 27.691 27.568 26.736 26.188 21.949 23.057 23.583 22.383 20.018 21.057 19.929 20.383 21.218 20.599 20.807 20.892 21.83 21.179 19.932 2.188666667 0.005231849
H9GZA6 LOC100538255 22.312 22.282 22.018 22.061 21.823 22.097 21.223 19.868 20.731 20.461 20.366 19.489 20.567 21.406 21.614 26.753 24.88 21.938 27.15 24.849 25.353 25.318 25.749 25.736 25.252 25.068 23.803 24.444 24.846 24.524 -3.823 1.65772e-10
I3ISA3 myh10 22.333 21.871 22.472 24.072 21.61 23.225 22.136 24.64 24.576 24.385 24.629 24.782 26.061 24.662 25.707 22.151 23.237 25.586 21.902 25.306 23.782 25.134 27.98 26.149 26.642 28.499 28.499 28.567 28.979 28.701 -2.263533333 0.004614317
I3ISA6 eppk1 30.099 29.742 30.19 30.446 30.566 30.372 30.632 30.967 30.767 31.033 30.961 30.776 30.941 30.868 30.953 27.086 27.224 25.755 27.125 29.759 29.733 29.539 29.847 29.775 29.599 29.815 29.244 29.432 29.86 29.456 1.7376 4.94063e-05
I3ITN9 aldh1l1 21.894 22.674 22.697 22.151 21.871 23.006 23.777 24.337 24.255 23.73 23.688 25.332 21.072 24.57 23.565 24.42 21.626 21.779 23.109 26.192 26.704 26.523 26.341 25.382 26.735 26.514 26.239 27.029 26.285 27.214 -2.231533333 0.000513166
I3ITP3 mbpa 27.041 25.129 26.683 31.773 21.879 21.248 22.161 24.374 23.019 24.31 23.562 24.534 25.476 23.995 24.463 31.695 26.678 31.847 27.049 24.977 25.637 24.867 28.475 27.046 27.935 25.118 26.701 26.283 26.651 26.209 -2.5014 0.007020048
Q08BC5 hsd17b7 22.394 22.843 21.51 22.762 22.065 21.809 22.425 24.538 24.543 23.776 25.206 24.7 23.761 24.041 20.702 23.279 25.302 22.586 22.631 26.717 25.521 26.769 27.46 26.064 27.045 26.922 27.276 27.404 27.504 27.202 -2.840466667 3.03084e-05
Q1LWN2 vtg1 30.594 30.861 31.013 31.139 30.614 30.575 30.619 30.65 30.701 30.709 30.519 31.094 31.059 30.961 31.062 32.112 32.233 31.999 32.34 32.221 32.242 32.221 32.094 31.951 31.865 31.778 32.031 32.013 32.1 32.015 -1.269666667 4.64896e-17
Q1LXE1 hapln1a 23.302 23.428 21.226 22.562 23.1 20.701 23.052 22.929 26.039 23.157 24.671 19.073 23.242 17.988 22.658 30.572 30.916 30.226 30.012 30.581 30.523 30.326 30.419 30.346 30.435 30.323 30.36 30.379 30.533 30.402 -7.948333333 5.43338e-15
Q1LXJ9 krtt1c19e 26.385 24.737 25.667 26.519 30.513 30.402 30.604 30.484 30.391 30.647 30.625 27.679 27.728 27.703 27.664 30.008 30.082 29.862 29.822 31.231 31.268 31.255 30.944 31.1 31.378 31.408 29.257 29.139 29.227 29.185 -1.827866667 0.00447844
Q1MTC4 vtg2 24.726 26.597 26.155 27.106 25.481 26.342 27.251 27.766 27.611 27.704 27.53 28.575 28.604 28.493 28.609 29.688 29.273 29.75 29.618 29.052 29.35 29.235 29.093 29.2 29.575 29.045 29.766 29.65 29.653 29.612 -2.200666667 1.22803e-07
Q1RLR3 krt93 25.523 26.379 27.065 24.914 26.682 26.471 26.579 28.489 28.198 28.708 28.5 29.297 29.226 30.162 29.816 23.335 21.204 22.774 23.161 23.642 22.917 21.845 26.49 25.069 26.313 26.323 24.341 21.226 24.105 25.243 3.868066667 8.92967e-07
Q503K1 tgfbi 23.068 22.59 23.576 22.703 22.131 23.922 23.507 25.343 26.181 25.484 24.751 26.311 26.549 26.614 26.712 23.396 22.235 22.366 23.341 19.063 21.945 20.619 24.294 24.302 25.488 23.487 22.178 21.047 21.744 22.482 2.097 0.001472403
Q561U0 capn2l 27.794 27.294 27.846 26.155 27.216 27.588 27.442 27.77 27.789 28.048 27.767 28.37 28.208 28.045 27.918 25.038 21.495 22.382 24.13 26.636 26.922 26.735 27.255 27.287 27.258 27.291 26.931 26.654 25.854 26.511 1.7914 0.001148096
Q567K3 zgc:111983 28.678 28.451 28.52 28.883 27.746 27.152 26.878 27.388 27.394 26.378 27.784 28.349 29.018 28.634 28.736 26.769 26.884 26.061 26.713 26.794 26.314 26.488 26.812 26.13 25.561 26.794 26.968 26.753 26.488 27.077 1.425533333 1.52742e-06
Q5RH29 itih2 23.826 23.795 23.979 25.187 22.6 21.458 22.955 22.517 23.348 24.228 22.996 23.825 21.018 21.271 25.582 26.763 27.083 27.094 27.654 28.403 28.633 28.019 28.309 28.299 28.068 27.957 29.119 28.892 29.035 29.184 -4.928466667 6.50663e-13
Q5RZ65 agr2 23.107 22.242 22.162 21.975 22.894 21.847 21.974 20.971 23.074 23.026 21.609 19.396 22.783 20.722 19.314 23.184 22.918 23.043 23.051 26.469 24.553 25.295 26.54 26.424 26.414 26.042 25.041 25.549 25.909 25.099 -3.229 2.26816e-07
Q5TZ29 apobb.1 23.83 25.864 26.243 26.687 27.228 28.639 28.218 29.139 28.997 29.158 28.776 28.129 27.959 27.547 27.976 32.268 32.431 32.236 32.265 31.858 31.946 32.089 32.122 32.123 32.171 32.082 32.43 32.294 32.503 32.262 -4.579333333 1.50941e-12
Q6IQI2 lgals2a 23.369 22.9 22.878 26.621 25.418 26.968 27.356 26.916 25.453 27.55 26.65 27.449 27.876 25.432 27.559 27.256 28.445 22.869 22.014 28.571 26.766 28.078 29.469 29.765 28.474 28.591 30.589 30.406 30.609 30.051 -2.103866667 0.014221194
Q6IQP1 gyg1b 27.515 27.331 28.292 27.414 23.493 25.076 24.854 23.558 24.149 24.493 23.846 25.13 21.094 21.128 21.247 28.469 28.526 28.45 28.834 26.322 26.324 26.413 25.964 26.234 26.136 25.863 29.086 27.838 29.445 27.859 -2.8762 0.000273225
Q6P0H2 nqo1 27.117 26.016 26.806 26.075 26.617 27.086 27.635 28.284 28.02 27.75 27.38 27.601 27.589 27.789 27.413 22.25 21.928 22.296 25.682 25.537 26.035 25.712 27.308 27.004 27.428 27.987 25.266 25.157 25.336 24.935 1.954466667 0.000719965
Q6P2V4 hgd 23.639 22.023 22.906 24.763 24.607 24.884 25.347 26.15 26.585 26.665 26.281 26.103 25.641 25.896 25.864 28.135 28.005 26.59 28.38 28.448 28.527 28.373 28.393 28.43 28.363 28.206 29.649 29.393 29.726 29.727 -3.3994 5.76585e-09
Q75U66 postnb 29.634 29.968 28.995 29.581 29.001 29.305 29.865 29.647 29.694 29.163 29.555 30.577 30.581 30.644 30.801 31.057 30.951 31.216 31.281 31.181 30.944 31.21 30.973 30.826 30.702 30.773 31.917 32.06 31.906 31.957 -1.462866667 4.15821e-08
Q7SYH6 pah 21.971 26.559 24.619 25.217 24.635 24.277 24.507 24.675 25.122 22.752 23.197 27.084 27.229 26.848 26.812 26.216 28.408 28.498 28.743 26.495 27.339 27.711 27.958 28.152 28.127 27.748 30 29.7 30.261 30.148 -3.333333333 8.14986e-07
Q7T2A5 eif3l 23.582 22.782 23.61 22.664 21.227 25.394 24.17 25.264 26.104 25.627 25.433 26.594 25.927 25.512 26.056 27.865 27.561 28.701 27.992 25.824 25.635 25.847 25.983 25.019 25.914 25.097 25.902 26.65 26.119 26.075 -1.7492 0.001436309
Q7ZVG7 fgg 21.439 22.646 22.714 23.413 24.168 24.407 23.617 26.014 26.433 25.994 26.153 26.555 27.067 26.975 26.748 25.741 25.862 26.921 25.727 27.319 26.772 27.439 27.591 27.731 27.835 27.5 28.003 28.076 27.571 28.254 -2.2666 0.000179611
Q804H0 anxa1c 30.146 30.027 29.635 29.749 29.438 29.6 29.601 30.235 30.073 30.167 30.211 30.011 29.954 30.082 30.025 28.119 27.606 26.901 27.7 28.338 28.2 28.599 28.221 28.461 29.189 28.658 28.483 28.412 28.112 28.457 1.699866667 7.48457e-12
Q90XR9 cldne 23.625 23.684 23.585 24.045 23.092 22.579 23.076 23.646 23.563 24.639 20.108 25.365 24.041 25.173 24.746 23.495 23.136 22.877 21.358 21.905 21.083 23.083 21.766 20.979 21.941 21.873 20.913 20.91 21.439 22.041 1.744533333 0.000130559
Q90Y03 aldh1a2 21.791 22.585 22.462 23.508 21.644 22.241 21.465 21.109 19.88 20.548 19.693 21.701 19.595 22.841 20.798 21.902 22.053 22.689 23.202 24.203 22.398 24.819 25.023 23.846 24.32 24.042 26.128 25.592 25.814 26.079 -2.683266667 6.15087e-06
R4GE30 col5a3b 25.907 25.769 25.459 23.925 25.725 26.382 25.45 25.582 25.822 25.295 24.711 26.806 26.488 26.599 26.483 21.894 23.45 21.596 23.259 23.672 24.653 23.875 26.523 24.155 23.386 23.445 24.517 24.312 24.168 24.58 1.927866667 1.0366e-05
X1WBH0 fgfbp2a 21.802 23.189 23.247 23.057 22.179 21.265 20.687 25.288 23.736 24.222 19.751 24.357 23.528 21.159 20.138 25.514 25.507 25.835 25.419 25.722 25.672 26.106 25.279 25.866 25.835 25.491 28.714 28.193 27.727 28.195 -3.831333333 6.74642e-08
X1WEQ8 si:dkeyp-93a5.3 23.224 23.338 21.936 23.041 22.175 21.299 21.829 19.619 20.655 20.128 21.393 21.654 20.72 21.02 21.304 22.536 23.111 22.237 22.989 21.989 21.56 21.972 23.715 24.077 23.402 23.335 23.538 24.475 24.357 25.006 -1.664266667 0.000172775
X1WFH1 si:dkeyp-70f9.7 21.537 23.159 22.022 21.231 21.807 21.968 20.889 20.403 21.144 22.404 20.433 23.121 22.167 21.181 19.765 22.81 23.8 23.031 24.356 23.875 23.336 23.272 24.921 23.319 23.642 25.829 22.527 21.538 22.593 22.387 -1.867 2.72564e-05
X1WG18 muc5.2 25.383 25.608 25.849 25.06 24.034 21.604 21.68 22.284 23.315 22.81 22.193 24.329 23.176 23.145 22.736 28.363 27.727 27.975 28.483 29.281 29.487 29.65 29.29 29.321 29.485 29.195 29.258 29.521 29.067 29.331 -5.481866667 5.43109e-14
X1WG26 tgm8 23.708 23.329 23.262 22.401 20.796 21.764 22.884 23.603 24.651 24.351 24.225 22.978 23.379 23.922 24.226 22.272 22.675 21.724 22.137 21.357 20.773 21.1 20.067 22.716 22.668 18.974 21.197 22.174 20.102 21.09 1.896866667 4.03537e-05
X1WGC3 cyp8b3 22.186 23.066 21.246 21.96 22.68 20.539 21.876 24.793 24.68 24.188 24.095 24.164 24.288 24.353 23.949 23.86 20.828 23.205 23.187 27.231 27.624 26.879 27.37 27.546 27.476 27.284 28.049 28.212 27.453 27.929 -3.071333333 0.00012328
A0A0A0MPL4 stx7l 22.877 23.087 22.469 21.985 22.13 22.132 21.304 20.756 20.529 21.405 20.764 19.925 22.238 20.393 21.074 22.284 23.947 22.883 22.893 20.485 22.018 21.322 20.582 20.831 20.399 20.268 20.765 21.347 21.554 21.438 0.003466667 0.992653367
A0A0B4J1A5 ewsr1a 22.714 21.697 22.432 22.364 22.553 21.324 21.923 23.391 23.196 23.688 23.582 21.508 23.072 22.871 22.143 22.803 21.88 22.754 22.765 23.044 21.801 20.704 23.253 23.087 23 20.788 22.385 22.444 22.984 23.67 0.073066667 0.805479681
A0A0B4J1A7 sid4 23.055 21.648 22.896 22.326 22.099 22.002 20.735 21.49 21.589 20.13 22.599 23.889 19.984 24.146 24.076 22.672 21.147 22.422 22.436 21.351 19.154 21.848 22.463 21.543 22.089 21.77 21.59 24.097 24.455 24.299 -0.0448 0.927375042
